MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,UDATE,UTIME,TCODE
010,EINKBELEG,0072099600,0063100313,2020-01-24T00:00:00,1970-01-01T08:32:31,ME23N
010,EINKBELEG,0072099600,0063100349,2020-01-24T00:00:00,1970-01-01T08:28:44,ME23N
010,EINKBELEG,0072099600,0063100426,2020-01-24T00:00:00,1970-01-01T08:33:40,ME23N
010,EINKBELEG,0072099600,0063112812,2020-01-27T00:00:00,1970-01-01T09:52:49,ME23N
010,EINKBELEG,0072099662,0063544499,2020-02-13T00:00:00,1970-01-01T08:43:16,ME23N
010,EINKBELEG,0072099662,0063544593,2020-02-13T00:00:00,1970-01-01T08:48:47,ME23N
010,EINKBELEG,0072099662,0063544639,2020-02-13T00:00:00,1970-01-01T08:51:16,ME23N
010,EINKBELEG,0072099662,0063544648,2020-02-13T00:00:00,1970-01-01T08:50:42,ME23N
010,EINKBELEG,0072099662,0063544655,2020-02-13T00:00:00,1970-01-01T08:52:21,ME23N
010,EINKBELEG,0072099662,0063544679,2020-02-13T00:00:00,1970-01-01T08:52:52,ME23N
010,EINKBELEG,0072099662,0063544689,2020-02-13T00:00:00,1970-01-01T08:53:20,ME23N
010,EINKBELEG,0072099662,0063544697,2020-02-13T00:00:00,1970-01-01T08:53:40,ME23N
010,EINKBELEG,0072099662,0063544703,2020-02-13T00:00:00,1970-01-01T08:57:14,ME23N
010,EINKBELEG,0072099662,0063544734,2020-02-13T00:00:00,1970-01-01T08:56:59,ME23N
010,EINKBELEG,0072099662,0063547856,2020-02-13T00:00:00,1970-01-01T11:12:32,ME23N
010,EINKBELEG,0072099662,0063547884,2020-02-13T00:00:00,1970-01-01T11:14:31,ME23N
010,EINKBELEG,0072099662,0063645568,2020-02-19T00:00:00,1970-01-01T06:37:54,ME23N
010,EINKBELEG,0072099946,0065989274,2020-07-16T00:00:00,1970-01-01T11:37:14,ME22N
010,EINKBELEG,0072099946,0065997954,2020-07-17T00:00:00,1970-01-01T06:58:12,ME22N
010,EINKBELEG,0072099946,0066004705,2020-07-17T00:00:00,1970-01-01T12:35:24,ME22N
010,EINKBELEG,0072099979,0064092038,2020-03-13T00:00:00,1970-01-01T08:57:36,ME23N
010,EINKBELEG,0072099979,0064127302,2020-03-17T00:00:00,1970-01-01T08:24:50,ME23N
010,EINKBELEG,0072099979,0064127466,2020-03-17T00:00:00,1970-01-01T08:36:15,ME23N
010,EINKBELEG,0072102549,0066456821,2020-08-21T00:00:00,1970-01-01T13:05:06,ME22N
010,EINKBELEG,0072102549,0066456863,2020-08-21T00:00:00,1970-01-01T13:03:30,ME22N
010,EINKBELEG,0072102549,0067428689,2020-10-26T00:00:00,1970-01-01T09:27:40,ME22N
010,EINKBELEG,0072106155,0067519118,2020-10-30T00:00:00,1970-01-01T12:19:20,ME23N
010,EINKBELEG,0072106155,0067545831,2020-11-02T00:00:00,1970-01-01T15:07:18,ME23N
010,EINKBELEG,0072106155,0068661194,2021-01-25T00:00:00,1970-01-01T15:28:55,ME23N
010,EINKBELEG,0072106155,0068665974,2021-01-26T00:00:00,1970-01-01T08:56:16,ME23N
010,EINKBELEG,0072104999,0068652619,2021-01-25T00:00:00,1970-01-01T06:19:44,ME22N
010,EINKBELEG,0072104999,0068652634,2021-01-25T00:00:00,1970-01-01T06:22:08,ME22N
010,EINKBELEG,0072104999,0071373192,2021-08-30T00:00:00,1970-01-01T04:31:19,ME22N
010,EINKBELEG,0072104922,0068590196,2021-01-19T00:00:00,1970-01-01T15:10:24,ME23N
010,EINKBELEG,0072104922,0068590204,2021-01-19T00:00:00,1970-01-01T15:09:37,ME23N
010,EINKBELEG,0072104922,0068590211,2021-01-19T00:00:00,1970-01-01T15:11:03,ME23N
010,EINKBELEG,0072104922,0068610435,2021-01-21T00:00:00,1970-01-01T08:55:04,ME23N
010,EINKBELEG,0072104922,0068737365,2021-02-01T00:00:00,1970-01-01T08:35:31,ME23N
010,EINKBELEG,0072104922,0070704771,2021-06-28T00:00:00,1970-01-01T16:05:54,ME23N
010,EINKBELEG,0072104922,0070906487,2021-07-14T00:00:00,1970-01-01T15:16:35,ME23N
010,EINKBELEG,0072104922,0070906516,2021-07-14T00:00:00,1970-01-01T15:20:02,ME23N
010,EINKBELEG,0072105516,0069394968,2021-03-22T00:00:00,1970-01-01T14:43:34,ME23N
010,EINKBELEG,0072105516,0069417314,2021-03-24T00:00:00,1970-01-01T07:10:09,ME23N
010,EINKBELEG,0072105516,0069417318,2021-03-24T00:00:00,1970-01-01T07:12:23,ME23N
010,EINKBELEG,0072106526,0069547231,2021-04-06T00:00:00,1970-01-01T13:30:08,ME23N
010,EINKBELEG,0072106526,0069627079,2021-04-09T00:00:00,1970-01-01T11:36:16,ME23N
010,EINKBELEG,0072106526,0069713260,2021-04-16T00:00:00,1970-01-01T07:31:43,ME23N
010,EINKBELEG,0072106610,0069746069,2021-04-20T00:00:00,1970-01-01T05:59:39,ME22N
010,EINKBELEG,0072106610,0069746150,2021-04-20T00:00:00,1970-01-01T06:19:52,ME22N
010,EINKBELEG,0072106610,0069811987,2021-04-23T00:00:00,1970-01-01T10:48:11,ME22N
010,EINKBELEG,0072107112,0070026368,2021-05-07T00:00:00,1970-01-01T08:07:57,ME29N
010,EINKBELEG,0072107112,0070210867,2021-05-20T00:00:00,1970-01-01T07:27:13,ME23N
010,EINKBELEG,0072107112,0070210879,2021-05-20T00:00:00,1970-01-01T07:27:53,ME23N
010,EINKBELEG,0072107112,0070337063,2021-05-28T00:00:00,1970-01-01T10:05:01,ME23N
010,EINKBELEG,0072107112,0072857165,2021-12-21T00:00:00,1970-01-01T11:56:49,ME22N
010,EINKBELEG,0072107112,0072857568,2021-12-21T00:00:00,1970-01-01T12:21:32,ME23N
010,EINKBELEG,0072107164,0071840620,2021-10-07T00:00:00,1970-01-01T15:53:03,ME23N
010,EINKBELEG,0072107164,0072315222,2021-11-11T00:00:00,1970-01-01T14:44:20,ME23N
010,EINKBELEG,0072107164,0072358856,2021-11-16T00:00:00,1970-01-01T05:44:37,ME22N
010,EINKBELEG,0072107164,0072382765,2021-11-17T00:00:00,1970-01-01T13:53:14,ME23N
010,EINKBELEG,0072107725,0072617142,2021-12-03T00:00:00,1970-01-01T10:40:58,ME22N
010,EINKBELEG,0072107725,0072631737,2021-12-06T00:00:00,1970-01-01T07:47:12,ME22N
010,EINKBELEG,0072107725,0072700420,2021-12-09T00:00:00,1970-01-01T09:33:38,ME23N
010,EINKBELEG,0072109794,0071254179,2021-08-16T00:00:00,1970-01-01T17:28:49,ME22N
010,EINKBELEG,0072109794,0071260408,2021-08-17T00:00:00,1970-01-01T11:00:52,ME22N
010,EINKBELEG,0072109794,0071260418,2021-08-17T00:00:00,1970-01-01T11:01:43,ME22N
010,EINKBELEG,0072111061,0072798425,2021-12-15T00:00:00,1970-01-01T15:09:53,ME22N
010,EINKBELEG,0072111061,0073542052,2022-02-09T00:00:00,1970-01-01T13:33:46,ME22N
010,EINKBELEG,0072111061,0074977130,2022-06-01T00:00:00,1970-01-01T06:45:10,ME22N
010,EINKBELEG,0072111061,0074991706,2022-06-02T00:00:00,1970-01-01T06:27:31,ME22N
010,EINKBELEG,0072112916,0074165749,2022-03-23T00:00:00,1970-01-01T15:13:26,ME23N
010,EINKBELEG,0076054101,0054289308,2018-07-06T00:00:00,1970-01-01T12:39:24,ME29N
010,EINKBELEG,0076054101,0054289319,2018-07-06T00:00:00,1970-01-01T12:38:22,ME23N
010,EINKBELEG,0076054101,0054289327,2018-07-06T00:00:00,1970-01-01T12:38:41,ME23N
010,EINKBELEG,0076054796,0055176094,2018-09-25T00:00:00,1970-01-01T09:41:47,ME29N
010,EINKBELEG,0076054796,0055387470,2018-10-09T00:00:00,1970-01-01T11:58:13,ME22N
010,EINKBELEG,0076054796,0055437052,2018-10-12T00:00:00,1970-01-01T06:42:46,ME22N
010,EINKBELEG,0076054796,0055437071,2018-10-12T00:00:00,1970-01-01T06:42:23,ME22N
010,EINKBELEG,0076061977,0067214723,2020-10-07T00:00:00,1970-01-01T10:43:49,ME23N
010,EINKBELEG,0076061977,0067214778,2020-10-07T00:00:00,1970-01-01T10:45:27,ME23N
010,EINKBELEG,0076061977,0067255861,2020-10-12T00:00:00,1970-01-01T07:10:39,ME23N
010,EINKBELEG,0076066421,0070971899,2021-07-22T00:00:00,1970-01-01T06:53:39,ME23N
010,EINKBELEG,0076066421,0070971924,2021-07-22T00:00:00,1970-01-01T06:53:13,ME23N
010,EINKBELEG,0076066421,0070971938,2021-07-22T00:00:00,1970-01-01T06:54:08,ME29N
010,EINKBELEG,0076065690,0073132429,2022-01-07T00:00:00,1970-01-01T11:58:06,ME23N
010,EINKBELEG,0076065690,0073175634,2022-01-11T00:00:00,1970-01-01T14:52:58,ME23N
010,EINKBELEG,0076065690,0073317289,2022-01-24T00:00:00,1970-01-01T12:04:46,ME23N
010,EINKBELEG,0076065960,0073289836,2022-01-21T00:00:00,1970-01-01T10:43:52,ME22N
010,EINKBELEG,0076065960,0073293834,2022-01-21T00:00:00,1970-01-01T10:59:23,ME23N
010,EINKBELEG,0076065960,0073295764,2022-01-21T00:00:00,1970-01-01T11:04:59,ME22N
010,EINKBELEG,0076065960,0073295765,2022-01-21T00:00:00,1970-01-01T11:05:27,ME22N
010,EINKBELEG,0076065960,0073755490,2022-02-24T00:00:00,1970-01-01T12:39:16,ME22N
010,EINKBELEG,4700001219,0056479321,2019-01-09T00:00:00,1970-01-01T09:45:38,ME22N
010,EINKBELEG,4700001219,0063531959,2020-02-12T00:00:00,1970-01-01T11:44:52,ME23N
010,EINKBELEG,4700001219,0066621216,2020-09-02T00:00:00,1970-01-01T11:40:07,ME23N
010,EINKBELEG,4700001219,0066621409,2020-09-02T00:00:00,1970-01-01T11:45:43,ME22N
010,EINKBELEG,4700001219,0066621415,2020-09-02T00:00:00,1970-01-01T11:45:17,ME22N
010,EINKBELEG,4700001641,0052831190,2018-04-10T00:00:00,1970-01-01T14:13:21,ME23N
010,EINKBELEG,4700001641,0060144376,2019-07-22T00:00:00,1970-01-01T11:21:10,ME23N
010,EINKBELEG,4700001641,0063100359,2020-01-24T00:00:00,1970-01-01T08:31:47,ME23N
010,EINKBELEG,4700001641,0067256242,2020-10-12T00:00:00,1970-01-01T08:03:49,ME23N
010,EINKBELEG,4700001641,0071217183,2021-08-12T00:00:00,1970-01-01T13:17:23,ME23N
010,EINKBELEG,4700001641,0072387228,2021-11-17T00:00:00,1970-01-01T16:12:29,ME23N
010,EINKBELEG,4700001641,0074828089,2022-05-18T00:00:00,1970-01-01T07:31:12,ME23N
010,EINKBELEG,0071165679,0077190358,2022-12-20T00:00:00,1970-01-01T12:02:11,ME23N
010,EINKBELEG,0072115994,0076038643,2022-09-09T00:00:00,1970-01-01T13:35:29,ME22N
010,EINKBELEG,0072115994,0076194749,2022-09-23T00:00:00,1970-01-01T16:15:02,ME22N
010,EINKBELEG,0072115994,0076290648,2022-10-04T00:00:00,1970-01-01T14:04:22,ME22N
010,EINKBELEG,0072117195,0076844958,2022-11-24T00:00:00,1970-01-01T13:32:23,ME23N
010,EINKBELEG,0072117195,0076845519,2022-11-24T00:00:00,1970-01-01T14:18:31,ME23N
010,EINKBELEG,0072117195,0077100789,2022-12-13T00:00:00,1970-01-01T07:50:39,ME23N
010,EINKBELEG,0071154204,0052319930,2018-02-23T00:00:00,1970-01-01T08:46:01,ME23N
010,EINKBELEG,0071154204,0052319937,2018-02-23T00:00:00,1970-01-01T08:46:47,ME23N
010,EINKBELEG,0071154204,0052320113,2018-02-23T00:00:00,1970-01-01T08:57:46,ME23N
010,EINKBELEG,0071154204,0052320141,2018-02-23T00:00:00,1970-01-01T09:02:47,ME23N
010,EINKBELEG,0071154204,0052320143,2018-02-23T00:00:00,1970-01-01T09:03:49,ME23N
010,EINKBELEG,0071154204,0052320235,2018-02-23T00:00:00,1970-01-01T09:12:41,ME23N
010,EINKBELEG,0071154204,0052321110,2018-02-23T00:00:00,1970-01-01T10:03:02,ME23N
010,EINKBELEG,0071154204,0052321202,2018-02-23T00:00:00,1970-01-01T10:11:51,ME23N
010,EINKBELEG,0071154204,0052321488,2018-02-23T00:00:00,1970-01-01T10:29:14,ME23N
010,EINKBELEG,0071154204,0057744250,2019-04-02T00:00:00,1970-01-01T14:25:18,ME22N
010,EINKBELEG,0071154204,0061712907,2019-11-22T00:00:00,1970-01-01T14:16:13,ME23N
010,EINKBELEG,0071155605,0054672549,2018-08-10T00:00:00,1970-01-01T13:05:10,ME22N
010,EINKBELEG,0071155605,0054672904,2018-08-10T00:00:00,1970-01-01T13:39:16,ME22N
010,EINKBELEG,0071155605,0054690615,2018-08-13T00:00:00,1970-01-01T14:55:45,ME23N
010,EINKBELEG,0071155605,0068461481,2021-01-11T00:00:00,1970-01-01T12:06:58,ME23N
010,EINKBELEG,0071156996,0056261076,2018-12-13T00:00:00,1970-01-01T13:54:21,ME23N
010,EINKBELEG,0071156996,0056405456,2019-01-03T00:00:00,1970-01-01T08:54:36,ME23N
010,EINKBELEG,0071156996,0056423213,2019-01-04T00:00:00,1970-01-01T08:01:07,ME23N
010,EINKBELEG,0072097969,0052126249,2018-02-05T00:00:00,1970-01-01T10:35:37,ME23N
010,EINKBELEG,0072097969,0052126271,2018-02-05T00:00:00,1970-01-01T10:35:54,ME23N
010,EINKBELEG,0072097969,0052127853,2018-02-05T00:00:00,1970-01-01T10:46:51,ME23N
010,EINKBELEG,0072097969,0052128438,2018-02-05T00:00:00,1970-01-01T10:48:50,ME23N
010,EINKBELEG,0072097969,0052128718,2018-02-05T00:00:00,1970-01-01T10:50:10,ME23N
010,EINKBELEG,0072097969,0052128833,2018-02-05T00:00:00,1970-01-01T10:52:48,ME23N
010,EINKBELEG,0072097969,0052129464,2018-02-05T00:00:00,1970-01-01T11:25:32,ME23N
010,EINKBELEG,0072097969,0052129518,2018-02-05T00:00:00,1970-01-01T11:27:20,ME23N
010,EINKBELEG,0072097969,0052129521,2018-02-05T00:00:00,1970-01-01T11:28:19,ME23N
010,EINKBELEG,0072097969,0052129572,2018-02-05T00:00:00,1970-01-01T11:31:47,ME23N
010,EINKBELEG,0072097969,0052129601,2018-02-05T00:00:00,1970-01-01T11:34:10,ME23N
010,EINKBELEG,0072097969,0052129682,2018-02-05T00:00:00,1970-01-01T11:37:29,ME23N
010,EINKBELEG,0072097969,0052129696,2018-02-05T00:00:00,1970-01-01T11:38:52,ME23N
010,EINKBELEG,0072097969,0052129712,2018-02-05T00:00:00,1970-01-01T11:37:02,ME23N
010,EINKBELEG,0072097969,0052129752,2018-02-05T00:00:00,1970-01-01T11:40:08,ME23N
010,EINKBELEG,0072097969,0052129769,2018-02-05T00:00:00,1970-01-01T11:41:06,ME23N
010,EINKBELEG,0072097969,0056493899,2019-01-10T00:00:00,1970-01-01T08:52:36,ME22N
010,EINKBELEG,0072099461,0054728482,2018-08-16T00:00:00,1970-01-01T09:08:55,ME23N
010,EINKBELEG,0072099461,0057432802,2019-03-12T00:00:00,1970-01-01T07:02:04,ME23N
010,EINKBELEG,0072099461,0057432836,2019-03-12T00:00:00,1970-01-01T07:01:08,ME23N
010,EINKBELEG,0072099461,0061709655,2019-11-22T00:00:00,1970-01-01T09:32:48,ME23N
010,EINKBELEG,0072099461,0065792135,2020-07-01T00:00:00,1970-01-01T07:33:27,ME23N
010,EINKBELEG,0072099492,0056111167,2018-12-03T00:00:00,1970-01-01T12:36:11,ME23N
010,EINKBELEG,0072099492,0056208319,2018-12-10T00:00:00,1970-01-01T11:44:49,ME23N
010,EINKBELEG,0072099492,0056208354,2018-12-10T00:00:00,1970-01-01T11:45:05,ME23N
010,EINKBELEG,0072099492,0062914142,2020-01-08T00:00:00,1970-01-01T18:06:28,ME23N
010,EINKBELEG,0072099492,0063048764,2020-01-20T00:00:00,1970-01-01T15:07:01,ME23N
010,EINKBELEG,0072099504,0055383799,2018-10-09T00:00:00,1970-01-01T08:41:35,ME23N
010,EINKBELEG,0072099504,0055383959,2018-10-09T00:00:00,1970-01-01T08:42:30,ME23N
010,EINKBELEG,0072099504,0055384033,2018-10-09T00:00:00,1970-01-01T08:42:53,ME23N
010,EINKBELEG,0072099504,0065260176,2020-05-27T00:00:00,1970-01-01T08:50:01,ME23N
010,EINKBELEG,0072099999,0054247932,2018-07-04T00:00:00,1970-01-01T14:31:24,ME23N
010,EINKBELEG,0072099999,0054247972,2018-07-04T00:00:00,1970-01-01T14:32:22,ME23N
010,EINKBELEG,0072099999,0054248036,2018-07-04T00:00:00,1970-01-01T14:33:15,ME23N
010,EINKBELEG,0072099999,0054248039,2018-07-04T00:00:00,1970-01-01T14:34:24,ME23N
010,EINKBELEG,0072099999,0054248044,2018-07-04T00:00:00,1970-01-01T14:33:59,ME23N
010,EINKBELEG,0072090090,0054864729,2018-08-29T00:00:00,1970-01-01T16:32:26,ME23N
010,EINKBELEG,0072090090,0055091270,2018-09-18T00:00:00,1970-01-01T09:37:28,ME23N
010,EINKBELEG,0072090090,0056327040,2018-12-19T00:00:00,1970-01-01T12:23:52,ME22N
010,EINKBELEG,0072090090,0056327068,2018-12-19T00:00:00,1970-01-01T12:24:51,ME22N
010,EINKBELEG,0072090090,0056392203,2019-01-02T00:00:00,1970-01-01T11:39:43,ME22N
010,EINKBELEG,0072090090,0056392290,2019-01-02T00:00:00,1970-01-01T11:40:31,ME22N
010,EINKBELEG,0072090090,0056492081,2019-01-10T00:00:00,1970-01-01T06:30:28,ME22N
010,EINKBELEG,0072090090,0056492088,2019-01-10T00:00:00,1970-01-01T06:31:24,ME22N
010,EINKBELEG,0072090090,0056525408,2019-01-11T00:00:00,1970-01-01T14:15:05,ME22N
010,EINKBELEG,0072090090,0056525429,2019-01-11T00:00:00,1970-01-01T14:16:26,ME22N
010,EINKBELEG,0072090090,0056526060,2019-01-11T00:00:00,1970-01-01T15:18:28,ME23N
010,EINKBELEG,0072090090,0056526114,2019-01-11T00:00:00,1970-01-01T15:17:56,ME23N
010,EINKBELEG,0072090090,0056532205,2019-01-12T00:00:00,1970-01-01T10:41:01,ME22N
010,EINKBELEG,0072090090,0056532212,2019-01-12T00:00:00,1970-01-01T10:41:55,ME22N
010,EINKBELEG,0072090090,0056532856,2019-01-12T00:00:00,1970-01-01T15:17:50,ME22N
010,EINKBELEG,0072090090,0056532857,2019-01-12T00:00:00,1970-01-01T15:19:00,ME22N
010,EINKBELEG,0072090090,0056532887,2019-01-12T00:00:00,1970-01-01T16:08:55,ME22N
010,EINKBELEG,0072090090,0056532905,2019-01-12T00:00:00,1970-01-01T16:08:31,ME22N
010,EINKBELEG,0072090090,0056539394,2019-01-14T00:00:00,1970-01-01T09:47:33,ME23N
010,EINKBELEG,0072090090,0057181155,2019-02-25T00:00:00,1970-01-01T11:18:59,ME23N
010,EINKBELEG,0072091166,0055103441,2018-09-19T00:00:00,1970-01-01T08:30:00,ME23N
010,EINKBELEG,0072091166,0055103735,2018-09-19T00:00:00,1970-01-01T08:34:10,ME23N
010,EINKBELEG,0072091166,0055104637,2018-09-19T00:00:00,1970-01-01T09:09:20,ME23N
010,EINKBELEG,0072091161,0055122381,2018-09-20T00:00:00,1970-01-01T11:09:00,ME23N
010,EINKBELEG,0072091161,0055152193,2018-09-24T00:00:00,1970-01-01T08:00:51,ME23N
010,EINKBELEG,0072091161,0055171868,2018-09-25T00:00:00,1970-01-01T08:07:49,ME23N
010,EINKBELEG,0072091161,0059415300,2019-06-04T00:00:00,1970-01-01T12:56:07,ME23N
010,EINKBELEG,0072091609,0066767292,2020-09-11T00:00:00,1970-01-01T14:27:30,ME22N
010,EINKBELEG,0072091625,0055528862,2018-10-18T00:00:00,1970-01-01T13:18:54,ME23N
010,EINKBELEG,0072091625,0056484929,2019-01-09T00:00:00,1970-01-01T14:19:55,ME23N
010,EINKBELEG,0072091625,0060321913,2019-08-05T00:00:00,1970-01-01T12:03:22,ME23N
010,EINKBELEG,0072096959,0057914419,2019-04-10T00:00:00,1970-01-01T07:41:44,ME22N
010,EINKBELEG,0072096959,0057914436,2019-04-10T00:00:00,1970-01-01T07:42:13,ME22N
010,EINKBELEG,0072096959,0057914445,2019-04-10T00:00:00,1970-01-01T07:40:57,ME22N
010,EINKBELEG,0072096959,0057914455,2019-04-10T00:00:00,1970-01-01T07:41:21,ME22N
010,EINKBELEG,0072096959,0057914509,2019-04-10T00:00:00,1970-01-01T07:43:14,ME23N
010,EINKBELEG,0072096959,0059032234,2019-05-17T00:00:00,1970-01-01T08:08:56,ME23N
010,EINKBELEG,0072096959,0059154003,2019-05-23T00:00:00,1970-01-01T06:57:42,ME23N
010,EINKBELEG,0072094496,0058348377,2019-04-29T00:00:00,1970-01-01T08:18:32,ME23N
010,EINKBELEG,0072094496,0058367324,2019-04-29T00:00:00,1970-01-01T15:08:42,ME23N
010,EINKBELEG,0072094496,0058368394,2019-04-29T00:00:00,1970-01-01T15:19:12,ME23N
010,EINKBELEG,0072094496,0058369194,2019-04-29T00:00:00,1970-01-01T15:23:17,ME23N
010,EINKBELEG,0072097069,0064217415,2020-03-24T00:00:00,1970-01-01T15:13:31,ME23N
010,EINKBELEG,0072097069,0064343740,2020-03-31T00:00:00,1970-01-01T07:26:59,ME23N
010,EINKBELEG,0072097646,0065596654,2020-06-18T00:00:00,1970-01-01T15:58:41,ME22N
010,EINKBELEG,0072097646,0067618786,2020-11-05T00:00:00,1970-01-01T16:56:55,ME22N
010,EINKBELEG,0072097646,0067780288,2020-11-16T00:00:00,1970-01-01T17:56:11,ME22N
010,EINKBELEG,0072097646,0067854544,2020-11-23T00:00:00,1970-01-01T18:44:22,ME22N
010,EINKBELEG,0072097679,0063056837,2020-01-21T00:00:00,1970-01-01T10:05:37,ME23N
010,EINKBELEG,0072097679,0063058748,2020-01-21T00:00:00,1970-01-01T11:39:58,ME23N
010,EINKBELEG,0072097679,0063176124,2020-01-30T00:00:00,1970-01-01T11:54:38,ME23N
010,EINKBELEG,0072097679,0068518778,2021-01-13T00:00:00,1970-01-01T17:05:29,ME23N
010,EINKBELEG,0072099214,0063568877,2020-02-14T00:00:00,1970-01-01T09:15:07,ME23N
010,EINKBELEG,0072099214,0063835063,2020-02-27T00:00:00,1970-01-01T13:18:41,ME23N
010,EINKBELEG,0072099214,0063870611,2020-02-29T00:00:00,1970-01-01T09:39:11,ME23N
010,EINKBELEG,0072099214,0072811871,2021-12-16T00:00:00,1970-01-01T12:40:18,ME23N
010,EINKBELEG,0072099745,0065127047,2020-05-14T00:00:00,1970-01-01T16:09:57,ME23N
010,EINKBELEG,0072099745,0066013532,2020-07-20T00:00:00,1970-01-01T08:37:25,ME23N
010,EINKBELEG,0072099745,0066022694,2020-07-20T00:00:00,1970-01-01T14:57:42,ME23N
010,EINKBELEG,0072099745,0066022857,2020-07-20T00:00:00,1970-01-01T15:05:54,ME23N
010,EINKBELEG,0072099760,0065707317,2020-06-25T00:00:00,1970-01-01T17:52:41,ME22N
010,EINKBELEG,0072099760,0065745304,2020-06-26T00:00:00,1970-01-01T15:05:22,ME23N
010,EINKBELEG,0072099760,0065748856,2020-06-28T00:00:00,1970-01-01T12:07:04,ME22N
010,EINKBELEG,0072099760,0065834578,2020-07-03T00:00:00,1970-01-01T10:55:31,ME22N
010,EINKBELEG,0072099760,0065835571,2020-07-03T00:00:00,1970-01-01T11:46:08,ME22N
010,EINKBELEG,0072099760,0065884256,2020-07-08T00:00:00,1970-01-01T07:57:15,ME23N
010,EINKBELEG,0072099794,0067315953,2020-10-15T00:00:00,1970-01-01T22:27:19,ME23N
010,EINKBELEG,0072099794,0067664189,2020-11-09T00:00:00,1970-01-01T16:27:45,ME23N
010,EINKBELEG,0072099794,0068398963,2021-01-06T00:00:00,1970-01-01T11:10:45,ME23N
010,EINKBELEG,0072099794,0068399054,2021-01-06T00:00:00,1970-01-01T11:12:08,ME23N
010,EINKBELEG,0072099794,0068408349,2021-01-06T00:00:00,1970-01-01T16:37:29,ME23N
010,EINKBELEG,0072099794,0068409357,2021-01-06T00:00:00,1970-01-01T20:59:34,ME23N
010,EINKBELEG,0072099794,0068456671,2021-01-11T00:00:00,1970-01-01T09:23:19,ME23N
010,EINKBELEG,0072099794,0068462339,2021-01-11T00:00:00,1970-01-01T12:51:07,ME23N
010,EINKBELEG,0072100264,0064892832,2020-04-28T00:00:00,1970-01-01T08:26:27,ME23N
010,EINKBELEG,0072100264,0064910040,2020-04-29T00:00:00,1970-01-01T07:25:36,ME23N
010,EINKBELEG,0072100264,0065193557,2020-05-19T00:00:00,1970-01-01T17:13:02,ME23N
010,EINKBELEG,0072100264,0065244748,2020-05-26T00:00:00,1970-01-01T07:11:19,ME23N
010,EINKBELEG,0072100264,0065359170,2020-06-02T00:00:00,1970-01-01T07:07:51,ME23N
010,EINKBELEG,0072100299,0065921239,2020-07-10T00:00:00,1970-01-01T09:36:36,ME23N
010,EINKBELEG,0072100299,0066303133,2020-08-13T00:00:00,1970-01-01T09:00:11,ME23N
010,EINKBELEG,0072100299,0066395911,2020-08-17T00:00:00,1970-01-01T13:03:35,ME23N
010,EINKBELEG,0072100290,0064549074,2020-04-06T00:00:00,1970-01-01T08:54:14,ME23N
010,EINKBELEG,0072100290,0064892826,2020-04-28T00:00:00,1970-01-01T08:16:34,ME23N
010,EINKBELEG,0072100290,0064924523,2020-04-29T00:00:00,1970-01-01T15:20:31,ME23N
010,EINKBELEG,0072100779,0064968696,2020-05-04T00:00:00,1970-01-01T18:11:28,ME22N
010,EINKBELEG,0072100779,0065247097,2020-05-26T00:00:00,1970-01-01T09:31:36,ME22N
010,EINKBELEG,0072100779,0065247182,2020-05-26T00:00:00,1970-01-01T09:35:53,ME22N
010,EINKBELEG,0072100779,0067342444,2020-10-19T00:00:00,1970-01-01T16:00:36,ME23N
010,EINKBELEG,0072100902,0065055649,2020-05-08T00:00:00,1970-01-01T13:17:55,ME23N
010,EINKBELEG,0072100902,0066457626,2020-08-21T00:00:00,1970-01-01T13:36:35,ME23N
010,EINKBELEG,0072100902,0066634591,2020-09-03T00:00:00,1970-01-01T09:24:25,ME23N
010,EINKBELEG,0072100909,0065109097,2020-05-13T00:00:00,1970-01-01T11:54:14,ME22N
010,EINKBELEG,0072100909,0065116121,2020-05-14T00:00:00,1970-01-01T07:24:47,ME22N
010,EINKBELEG,0072100909,0065127056,2020-05-14T00:00:00,1970-01-01T16:12:27,ME22N
010,EINKBELEG,0072105911,0069457316,2021-03-26T00:00:00,1970-01-01T12:11:46,ME23N
010,EINKBELEG,0072105911,0069457659,2021-03-26T00:00:00,1970-01-01T12:36:05,ME23N
010,EINKBELEG,0072105911,0069500130,2021-03-30T00:00:00,1970-01-01T14:27:15,ME23N
010,EINKBELEG,0072106469,0069500922,2021-03-30T00:00:00,1970-01-01T14:56:24,ME23N
010,EINKBELEG,0072106469,0069500945,2021-03-30T00:00:00,1970-01-01T14:58:53,ME23N
010,EINKBELEG,0072106469,0069693599,2021-04-15T00:00:00,1970-01-01T07:23:41,ME23N
010,EINKBELEG,0072106469,0069693666,2021-04-15T00:00:00,1970-01-01T07:26:34,ME23N
010,EINKBELEG,0072106469,0069693783,2021-04-15T00:00:00,1970-01-01T07:31:52,ME23N
010,EINKBELEG,0072106469,0069693831,2021-04-15T00:00:00,1970-01-01T07:33:26,ME23N
010,EINKBELEG,0072106469,0069693853,2021-04-15T00:00:00,1970-01-01T07:36:43,ME23N
010,EINKBELEG,0072106469,0069693914,2021-04-15T00:00:00,1970-01-01T07:37:13,ME23N
010,EINKBELEG,0072106469,0069694005,2021-04-15T00:00:00,1970-01-01T07:38:21,ME23N
010,EINKBELEG,0072107077,0069996288,2021-05-05T00:00:00,1970-01-01T08:19:30,ME21N
