MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,UDATE,UTIME,TCODE
010,EINKBELEG,0072107077,0069996297,2021-05-05T00:00:00,1970-01-01T08:20:41,ME22N
010,EINKBELEG,0072107077,0070638623,2021-06-22T00:00:00,1970-01-01T09:02:32,ME23N
010,EINKBELEG,0072107615,0070480158,2021-06-09T00:00:00,1970-01-01T06:57:02,ME29N
010,EINKBELEG,0072107615,0070566290,2021-06-15T00:00:00,1970-01-01T14:39:40,ME22N
010,EINKBELEG,0072107615,0070768491,2021-07-01T00:00:00,1970-01-01T15:58:09,ME22N
010,EINKBELEG,0072107615,0070780762,2021-07-02T00:00:00,1970-01-01T11:52:25,ME23N
010,EINKBELEG,0072109202,0072810179,2021-12-16T00:00:00,1970-01-01T11:08:29,ME23N
010,EINKBELEG,0072109202,0075343498,2022-07-06T00:00:00,1970-01-01T13:13:15,ME23N
010,EINKBELEG,0072110966,0072617843,2021-12-03T00:00:00,1970-01-01T11:08:58,ME22N
010,EINKBELEG,0072110966,0072619658,2021-12-03T00:00:00,1970-01-01T12:26:37,ME22N
010,EINKBELEG,0072110966,0072622262,2021-12-03T00:00:00,1970-01-01T14:52:14,ME22N
010,EINKBELEG,0072110966,0072622282,2021-12-03T00:00:00,1970-01-01T14:56:19,ME22N
010,EINKBELEG,0072110966,0075870356,2022-08-29T00:00:00,1970-01-01T08:35:48,ME23N
010,EINKBELEG,0072111566,0073397647,2022-01-31T00:00:00,1970-01-01T08:35:18,ME23N
010,EINKBELEG,0072111566,0074561242,2022-04-25T00:00:00,1970-01-01T08:57:34,ME29N
010,EINKBELEG,0072111566,0074561462,2022-04-25T00:00:00,1970-01-01T09:12:31,ME29N
010,EINKBELEG,0072111566,0074561520,2022-04-25T00:00:00,1970-01-01T09:14:21,ME29N
010,EINKBELEG,0072111566,0074573889,2022-04-25T00:00:00,1970-01-01T12:38:23,ME29N
010,EINKBELEG,0072112746,0074039262,2022-03-14T00:00:00,1970-01-01T15:15:15,ME23N
010,EINKBELEG,0072112746,0074055029,2022-03-15T00:00:00,1970-01-01T14:51:34,ME23N
010,EINKBELEG,0072112746,0074055181,2022-03-15T00:00:00,1970-01-01T14:55:53,ME23N
010,EINKBELEG,0072116649,0074581447,2022-04-26T00:00:00,1970-01-01T07:31:57,ME23N
010,EINKBELEG,0072116649,0074611513,2022-04-28T00:00:00,1970-01-01T06:52:54,ME23N
010,EINKBELEG,0072116649,0074611529,2022-04-28T00:00:00,1970-01-01T06:54:23,ME23N
010,EINKBELEG,0072116649,0074702821,2022-05-06T00:00:00,1970-01-01T07:16:33,ME22N
010,EINKBELEG,0072115194,0075566393,2022-07-28T00:00:00,1970-01-01T15:13:03,ME23N
010,EINKBELEG,0072115194,0075566415,2022-07-28T00:00:00,1970-01-01T15:15:40,ME23N
010,EINKBELEG,0072115194,0075594017,2022-08-01T00:00:00,1970-01-01T12:36:53,ME23N
010,EINKBELEG,0076052494,0052035783,2018-01-23T00:00:00,1970-01-01T15:17:41,ME23N
010,EINKBELEG,0076052494,0052035853,2018-01-23T00:00:00,1970-01-01T15:19:19,ME23N
010,EINKBELEG,0076052494,0052035881,2018-01-23T00:00:00,1970-01-01T15:17:09,ME23N
010,EINKBELEG,0076052494,0052035900,2018-01-23T00:00:00,1970-01-01T15:23:34,ME23N
010,EINKBELEG,0076052494,0052035901,2018-01-23T00:00:00,1970-01-01T15:23:59,ME23N
010,EINKBELEG,0076052494,0052035912,2018-01-23T00:00:00,1970-01-01T15:23:16,ME23N
010,EINKBELEG,0076052494,0052035913,2018-01-23T00:00:00,1970-01-01T15:24:24,ME23N
010,EINKBELEG,0076052494,0052035914,2018-01-23T00:00:00,1970-01-01T15:23:25,ME23N
010,EINKBELEG,0076052494,0052035934,2018-01-23T00:00:00,1970-01-01T15:24:11,ME23N
010,EINKBELEG,0076052494,0052093316,2018-01-30T00:00:00,1970-01-01T11:13:29,ME23N
010,EINKBELEG,0076052494,0052093318,2018-01-30T00:00:00,1970-01-01T11:14:14,ME23N
010,EINKBELEG,0076052494,0052093327,2018-01-30T00:00:00,1970-01-01T11:13:48,ME23N
010,EINKBELEG,0076056219,0052763218,2018-04-05T00:00:00,1970-01-01T07:30:10,ME23N
010,EINKBELEG,0076056219,0052763281,2018-04-05T00:00:00,1970-01-01T07:29:36,ME23N
010,EINKBELEG,0076056219,0052763283,2018-04-05T00:00:00,1970-01-01T07:30:45,ME23N
010,EINKBELEG,0076056219,0052763285,2018-04-05T00:00:00,1970-01-01T07:28:58,ME23N
010,EINKBELEG,0076056219,0052763286,2018-04-05T00:00:00,1970-01-01T07:29:58,ME23N
010,EINKBELEG,0076056219,0052763294,2018-04-05T00:00:00,1970-01-01T07:29:17,ME23N
010,EINKBELEG,0076056219,0052763295,2018-04-05T00:00:00,1970-01-01T07:30:27,ME23N
010,EINKBELEG,0076056219,0052782728,2018-04-06T00:00:00,1970-01-01T07:40:15,ME23N
010,EINKBELEG,4700001106,0052019070,2018-01-22T00:00:00,1970-01-01T10:10:00,ME23N
010,EINKBELEG,4700001106,0057965052,2019-04-12T00:00:00,1970-01-01T00:33:36,ME23N
010,EINKBELEG,4700001106,0057965071,2019-04-12T00:00:00,1970-01-01T00:35:16,ME23N
010,EINKBELEG,4700001106,0060760214,2019-09-09T00:00:00,1970-01-01T10:34:20,ME23N
010,EINKBELEG,4700001106,0065590053,2020-06-18T00:00:00,1970-01-01T11:21:18,ME23N
010,EINKBELEG,4700001106,0070320138,2021-05-27T00:00:00,1970-01-01T10:05:57,ME22N
010,EINKBELEG,4700001106,0051867463,2018-01-08T00:00:00,1970-01-01T15:54:10,ME23N
010,EINKBELEG,4700001106,0051873447,2018-01-09T00:00:00,1970-01-01T08:22:23,ME23N
010,EINKBELEG,4700001106,0051874715,2018-01-09T00:00:00,1970-01-01T09:24:08,ME23N
010,EINKBELEG,4700001106,0056610278,2019-01-18T00:00:00,1970-01-01T09:55:24,ME23N
010,EINKBELEG,4700001140,0052239579,2018-02-15T00:00:00,1970-01-01T09:39:06,ME22N
010,EINKBELEG,4700001140,0053973662,2018-06-19T00:00:00,1970-01-01T08:34:08,ME22N
010,EINKBELEG,4700001140,0056479594,2019-01-09T00:00:00,1970-01-01T09:51:14,ME22N
010,EINKBELEG,4700001140,0061398275,2019-10-28T00:00:00,1970-01-01T09:21:12,ME22N
010,EINKBELEG,4700001140,0061398540,2019-10-28T00:00:00,1970-01-01T09:27:28,ME22N
010,EINKBELEG,4700001140,0068656437,2021-01-25T00:00:00,1970-01-01T10:56:38,ME23N
010,EINKBELEG,4700001196,0069653836,2021-04-13T00:00:00,1970-01-01T09:10:57,ME23N
010,EINKBELEG,4700001196,0074813718,2022-05-17T00:00:00,1970-01-01T08:30:13,ME23N
010,EINKBELEG,0071167269,0077013601,2022-12-05T00:00:00,1970-01-01T20:32:04,ME23N
010,EINKBELEG,0071167269,0077063976,2022-12-08T00:00:00,1970-01-01T19:00:06,ME23N
010,EINKBELEG,0071167269,0077190451,2022-12-20T00:00:00,1970-01-01T12:12:08,ME23N
010,EINKBELEG,0076067972,0076521821,2022-10-26T00:00:00,1970-01-01T10:12:07,ME23N
010,EINKBELEG,0076067972,0076747646,2022-11-17T00:00:00,1970-01-01T08:49:05,ME23N
010,EINKBELEG,0076067972,0076870884,2022-11-28T00:00:00,1970-01-01T08:53:33,ME23N
